Euro area,EMU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,1.52709041558640E+01,1.23391567126318E+01,9.11844987947269E+00,1.27911186952037E+01,1.03835549142209E+01,8.77780931371655E+00,8.46844836903406E+00,8.29121202393383E+00,1.03177756789765E+01,1.33184754647581E+01,2.12955161643838E+01,2.53463272994465E+01,2.13334852891731E+01,2.49158329342126E+01,3.50066401652496E+01,2.76472767759702E+01,3.04044995625833E+01,2.43930980344516E+01,3.32137944058903E+01,3.66138914162239E+01,3.69218051289437E+01,4.51366138227312E+01,5.95695095939067E+01,6.72485085020531E+01,9.07886983404536E+01,8.44279103788544E+01,6.68751388743400E+01,4.95432729190005E+01,5.70160485274746E+01,5.98225155600324E+01,6.05489778107108E+01,7.86263299904485E+01,8.03202285095034E+01,3.63617487885697E+01,5.30762967691676E+01,5.23015711379123E+01,4.07447506811560E+01,4.99377737604553E+01,6.01580589186686E+01,5.41660667275484E+01,6.57009182845647E+01
Euro area,EMU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.79200180000000E+11,1.52399640000000E+11,1.28191080000000E+11,2.21095810000000E+11,2.16155060000000E+11,2.01071550000000E+11,1.66046560000000E+11,1.60329920000000E+11,1.92626390000000E+11,2.36790800000000E+11,3.88413710000000E+11,6.50343640000000E+11,6.75383900000000E+11,8.64150510000000E+11,1.23220292000000E+12,1.22118287000000E+12,1.38757040000000E+12,1.23889780000000E+12,1.59196732000000E+12,1.86074926000000E+12,2.19574301000000E+12,2.65245086000000E+12,3.28490022000000E+12,3.81454755000000E+12,6.29866777000000E+12,5.33686636000000E+12,4.38376020000000E+12,3.53250100000000E+12,5.01467625000000E+12,6.03285484000000E+12,6.20860759000000E+12,8.56823952000000E+12,1.00619046100000E+13,4.98957979000000E+12,6.67076995000000E+12,6.43947881000000E+12,5.39968626000000E+12,6.13422016000000E+12,7.70787142000000E+12,7.00130446000000E+12,6.12062114000000E+12
Europe & Central Asia,ECS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,1.76492478226475E+01,1.43416547631486E+01,1.41323015360684E+01,1.64246563602400E+01,9.66273045654066E+00,9.36274514034959E+00,1.46932202340185E+01,1.50905959172589E+01,1.88616093010740E+01,2.34850103823360E+01,3.33895857772600E+01,3.69257928768554E+01,3.53716638331984E+01,3.71054218218983E+01,4.73083582955462E+01,3.79695902771195E+01,4.20274611350886E+01,3.54735946666766E+01,4.71824099743059E+01,4.88035549116675E+01,4.96127414340158E+01,6.02533935762614E+01,7.76176131297053E+01,8.35548599430805E+01,1.06288584678455E+02,9.98361622347070E+01,7.93063433985182E+01,6.13417884830089E+01,6.91393992165294E+01,7.09898405420493E+01,7.30986446372705E+01,9.10438807658828E+01,8.96211537286355E+01,4.17448263537494E+01,5.63374118492064E+01,5.67599486009798E+01,4.25260215210645E+01,5.23967779345889E+01,5.97026304250431E+01,5.33252330675805E+01,
Europe & Central Asia,ECS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,2.87773630000000E+11,2.50396200000000E+11,2.85894780000000E+11,4.03935180000000E+11,3.05686230000000E+11,2.98231000000000E+11,4.20679530000000E+11,4.21864430000000E+11,5.07931840000000E+11,6.04459890000000E+11,8.88448740000000E+11,1.34271329000000E+12,1.58740709000000E+12,1.85833445000000E+12,2.40220746000000E+12,2.38587241000000E+12,2.73101075000000E+12,2.51632687000000E+12,3.21931008000000E+12,3.52003000000000E+12,4.23261253000000E+12,5.18849658000000E+12,6.44230387000000E+12,7.29528197000000E+12,1.06223652260313E+13,9.32437724500000E+12,7.53787612981412E+12,6.42090648777807E+12,8.82675839198670E+12,1.02249273190463E+13,1.07686594783330E+13,1.43677802359730E+13,1.63472937570000E+13,8.24558586032660E+12,9.22833226926289E+12,9.55675854427980E+12,7.94889565192927E+12,8.95108590106894E+12,1.07266694700000E+13,9.52441817000000E+12,
Europe & Central Asia (excluding high income),ECA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68830365108775E+01,4.73949158713320E+01,3.01595999704312E+01,3.81290092250832E+01,3.01011810178425E+01,2.05633018046975E+01,2.76852021142089E+01
Europe & Central Asia (excluding high income),ECA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06210569926289E+12,1.35281793427980E+12,1.06260696192927E+12,1.14612486106894E+12,9.92630350000000E+11,6.28662680000000E+11,6.16991530000000E+11
Europe & Central Asia (IDA & IBRD countries),TEC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48411626670575E+01,4.62420444191525E+01,2.97357556834214E+01,3.77490032802553E+01,3.13256238024126E+01,2.21409346978998E+01,2.79191624738957E+01
Europe & Central Asia (IDA & IBRD countries),TEC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23968621926289E+12,1.56912000427980E+12,1.22340957192927E+12,1.32353324106894E+12,1.19717290000000E+12,7.97558310000000E+11,7.54761110000000E+11
European Union,EUU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,1.76492478226475E+01,1.43416547631486E+01,1.41323015360684E+01,1.64246563602400E+01,9.66273045654066E+00,8.33174794738740E+00,1.40851198486918E+01,1.45232919720068E+01,1.82228091535186E+01,2.10520479971321E+01,3.19252174350670E+01,3.53745071480753E+01,3.44193551451436E+01,3.62364488074923E+01,4.62126130172570E+01,3.72832436895131E+01,4.11937206051490E+01,3.44366945525160E+01,4.60871821365542E+01,4.76814836185113E+01,4.79046501296098E+01,5.93795222536405E+01,7.50971723843209E+01,8.18073323197672E+01,1.05501696122173E+02,9.75897912663602E+01,7.80517659434474E+01,5.88994543783616E+01,6.71969154099670E+01,6.90436888769945E+01,7.06094783843069E+01,8.84135340382280E+01,8.68578657288888E+01,3.97219279293707E+01,5.14303397770656E+01,5.07991793221046E+01,3.93761750216839E+01,4.90459615601364E+01,5.88829105402637E+01,5.27933260863892E+01,
European Union,EUU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,2.71304070000000E+11,2.29496300000000E+11,2.56036680000000E+11,3.65882950000000E+11,2.62116670000000E+11,2.55500060000000E+11,3.78997940000000E+11,3.80723200000000E+11,4.59265320000000E+11,5.06456360000000E+11,7.94281120000000E+11,1.20395682000000E+12,1.44581304000000E+12,1.70223673000000E+12,2.20598634000000E+12,2.20210800000000E+12,2.51933605000000E+12,2.30434837000000E+12,2.88444702000000E+12,3.17698872000000E+12,3.76915181000000E+12,4.70074941000000E+12,5.73881406000000E+12,6.52410247000000E+12,9.76729825000000E+12,8.39827843000000E+12,6.89340044000000E+12,5.70750873000000E+12,7.93249111000000E+12,9.15087943000000E+12,9.46214225000000E+12,1.26493191400000E+13,1.43576281600000E+13,7.05908235000000E+12,6.90011324000000E+12,6.70506662000000E+12,5.60153901000000E+12,6.33238872000000E+12,7.93221138000000E+12,7.18471337000000E+12,
Fragile and conflict affected situations,FCS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,2.99704692394432E+01,3.18602310556865E+01,2.68135717027444E+01,2.50032116872338E+01,2.71331511256496E+01,3.19261538932246E+01,2.96994207317459E+01,3.28129832212429E+01,3.91028280623529E+01,3.70015776401477E+01,4.98588526352382E+01,5.63076091902578E+01,5.90678830999314E+01,6.40699256472497E+01,7.39181293155484E+01,5.50272863477378E+01,6.13016171778171E+01,5.39953004630257E+01,6.62107596398570E+01,6.58118017233353E+01,7.00993656144501E+01,8.02302343481002E+01,9.15731292148378E+01,1.05835842650546E+02,1.27223118622880E+02,1.12589882484631E+02,9.80772885691952E+01,7.94870755428622E+01,9.40391703674364E+01,9.98892807358801E+01,1.04848349161007E+02,1.19901785806845E+02,1.20211858139960E+02,6.29224373036915E+01,8.95678464474346E+01,9.70757288640913E+01,7.88599187823724E+01,9.15073509323501E+01,1.11140465676875E+02,1.12938653432125E+02,1.18611890157449E+02
High income,HIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.19217077000000E+12,1.38249554000000E+12,1.32613337000000E+12,1.49271536000000E+12,1.91005160000000E+12,2.45468534000000E+12,2.34711984000000E+12,2.59849846000000E+12,3.21905131000000E+12,3.19581009000000E+12,4.55930888000000E+12,6.23697819000000E+12,7.53824336000000E+12,9.22339490000000E+12,1.12401944100000E+13,9.31844936000000E+12,1.09958878500000E+13,1.04161334700000E+13,1.31242582000000E+13,1.40059559300000E+13,1.66048970100000E+13,1.90301736700000E+13,2.15850771400000E+13,2.49989066000000E+13,3.32964618700000E+13,3.00433373800000E+13,2.60499413500000E+13,2.20326742800000E+13,2.93642244366667E+13,3.43357466422222E+13,3.75406762062963E+13,4.52743025322222E+13,4.94847635371469E+13,2.74204879698791E+13,3.47857004502004E+13,3.93890711077178E+13,3.44116327473136E+13,4.00107286100000E+13,4.91494555800000E+13,5.05667567900000E+13,4.79469316300000E+13
IBRD only,IBD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75197457594815E+01,4.03651354812001E+01,4.18980656713410E+01,5.65715965584183E+01,9.68532185466477E+01,3.67144799097314E+01,6.77301322754620E+01,6.71874141134964E+01,4.64695221998002E+01,5.14939331924057E+01,4.77817127943692E+01,5.35431156414180E+01,6.32983553466488E+01
IBRD only,IBD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06197778509901E+12,2.61212500126156E+12,3.26630176091167E+12,5.23793514028321E+12,1.11317908947028E+13,4.98050612772331E+12,1.00801502377120E+13,1.23963010300566E+13,1.01789467483023E+13,1.14184883513780E+13,1.12910520100000E+13,1.29850224200000E+13,1.40238318300000E+13
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71270809029282E+01,3.97777277932337E+01,4.09533403399163E+01,5.48210592754903E+01,9.42845044639442E+01,3.57363312297728E+01,6.56056027803830E+01,6.48766217916417E+01,4.50283237097971E+01,5.05059643700422E+01,4.68521219457352E+01,5.22677701272108E+01,6.16953363088494E+01
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07647672474575E+12,2.69160579236227E+12,3.36370929678751E+12,5.35831555122037E+12,1.13429572723254E+13,5.11769073502630E+12,1.02470037815491E+13,1.26201555011775E+13,1.03900400994475E+13,1.15062291154840E+13,1.14423485800000E+13,1.31299309600000E+13,1.41589795000000E+13
IDA blend,IDB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15797842280484E+01,2.05282107721710E+01,,9.98584106865801E+00,,,,,3.04280635676620E+01,2.94525548517573E+01,2.76410664011296E+01,4.74812524147881E+01,1.81373270715800E+01,2.34456798349824E+01,2.03923255713389E+01,1.49847963090531E+01,,,,
IDA blend,IDB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83230200000000E+10,2.72135300000000E+10,,1.48708713000000E+10,,,,,7.09607857829872E+10,8.17021855000000E+10,9.63010106292683E+10,1.77999160000000E+11,9.94441167000000E+10,1.20919707200000E+11,1.54101140000000E+11,1.30903762900000E+11,,,,
IDA only,IDX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80438715347634E+01,,,,
IDA total,IDA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11093351145194E+11,,,,
Late-demographic dividend,LTE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16109443597809E+01,4.11370299882926E+01,3.98740531197297E+01,5.57516450687801E+01,1.00756463281832E+02,3.58968021102270E+01,6.66875594387485E+01,6.53149501447813E+01,4.54681049880394E+01,4.81422068612938E+01,4.48621160324841E+01,5.13514516061916E+01,6.36661703624276E+01
Late-demographic dividend,LTE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39058585238918E+12,1.63683309829040E+12,1.96030485069350E+12,3.29592541408693E+12,7.44969402788850E+12,3.33061714679257E+12,7.01321164340160E+12,8.39096797129624E+12,7.11818650672251E+12,7.69113417034961E+12,7.96196181000000E+12,9.40007624000000E+12,1.08886369800000E+13
Latin America & Caribbean,LCN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84454602237486E+01,2.54934854415105E+01,2.01576654083296E+01,3.14279366066969E+01,3.72302951141560E+01,4.12821699955050E+01,4.96273189038235E+01,6.67927134441961E+01,2.96902071077527E+01,6.16263758354222E+01,6.09098337757688E+01,4.32212930042142E+01,4.83267229918088E+01,4.12293852575665E+01,3.61185608538007E+01,3.36399658210830E+01
Latin America & Caribbean,LCN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54964808428571E+11,4.75047040000000E+11,3.24769747000000E+11,5.02961424431285E+11,6.90586356656266E+11,9.88065387519767E+11,1.39784614254744E+12,2.22801694476953E+12,1.14061504630755E+12,2.19547265020038E+12,2.74214932294520E+12,2.26933894067729E+12,2.48260692121852E+12,2.14839661000000E+12,1.84311257000000E+12,1.28210080000000E+12
Latin America & Caribbean (excluding high income),LAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81439992833689E+01,2.51335128841056E+01,1.79110755256183E+01,2.73103146713365E+01,3.38822866659384E+01,3.92453208453947E+01,4.89134498895150E+01,6.91088726308732E+01,2.97264302888976E+01,6.36637073227393E+01,6.11271856703086E+01,4.39592878900277E+01,5.00313376502863E+01,4.24643842456895E+01,3.60723053381247E+01,3.04211460944959E+01
Latin America & Caribbean (excluding high income),LAC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43379518428571E+11,3.79437830000000E+11,2.58232757000000E+11,3.78443777764619E+11,5.30341224434044E+11,8.01898691223471E+11,1.17172471032521E+12,1.95743182762260E+12,9.68202486428404E+11,1.91817834000000E+12,2.33339221522742E+12,1.94802821336374E+12,2.13302059121851E+12,1.83014174000000E+12,1.54972506000000E+12,1.03529854000000E+12
Latin America & the Caribbean (IDA & IBRD countries),TLA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84034175910239E+01,2.54374075202599E+01,2.01576654083296E+01,3.14279366066969E+01,3.72302951141560E+01,4.12821699955050E+01,4.96782723269572E+01,6.67927134441961E+01,2.96902071077527E+01,6.16263758354222E+01,6.09214232765384E+01,4.31700815268564E+01,4.83267229918088E+01,4.12293852575666E+01,3.61185608538007E+01,3.36399658210830E+01
Latin America & the Caribbean (IDA & IBRD countries),TLA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53038118428571E+11,4.73020650000000E+11,3.24630757000000E+11,5.00209314431285E+11,6.88109366656266E+11,9.86255267519767E+11,1.39768814254744E+12,2.22785194476953E+12,1.14045604630755E+12,2.19530365020038E+12,2.73972477294520E+12,2.26249552067729E+12,2.48060061121852E+12,2.14839661000000E+12,1.84311257000000E+12,1.28178517000000E+12
Least developed countries: UN classification,LDC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72076664239542E+01,3.96123094552512E+01,4.08834948673458E+01,5.52715784325162E+01,9.77211150255923E+01,3.67456306339257E+01,6.71885362444679E+01,6.57796981702693E+01,4.57357346547482E+01,5.12715949013642E+01,4.74704716742883E+01,5.32803160327597E+01,6.21883375612183E+01
Low & middle income,LMY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91202636807909E+12,2.45312554014005E+12,3.07556753049122E+12,4.95643091899814E+12,1.07924473151785E+13,4.82931576514715E+12,9.79467331134871E+12,1.19999707734598E+13,9.91755265213396E+12,1.09840998554840E+13,1.09227986400000E+13,1.26708350800000E+13,1.37780624900000E+13
Low income,LIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15101503776986E+01,4.69719422798512E+01,6.00311723011796E+01,9.87589398170619E+01,3.59487193728052E+01,6.20599514185348E+01,6.18911727122200E+01,4.11090341662705E+01,5.32853541043076E+01,4.64725555783161E+01,5.57136517215067E+01,5.26439118074681E+01
