Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Central Europe and the Baltics,CEB,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17781950000000E+01,,5.21172500000000E+01,5.46151450000000E+01,6.01805300000000E+01,6.25000000000000E+01,5.79256700000000E+01,6.04740800000000E+01,5.92851500000000E+01,5.89345200000000E+01,5.28299600000000E+01,5.99211350000000E+01,5.13959450000000E+01,4.70226400000000E+01,,,
Central Europe and the Baltics,CEB,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70672950000000E+01,6.20438000000000E+01,6.60639450000000E+01,6.68565700000000E+01,6.18440100000000E+01,6.67040550000000E+01,6.28116050000000E+01,6.12008100000000E+01,6.50662350000000E+01,6.41094200000000E+01,6.35877600000000E+01,5.75169800000000E+01,,,
Early-demographic dividend,EAR,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71920650000000E+01,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87138550000000E+01,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52482100000000E+01,7.60692650000000E+01,7.48909800000000E+01,7.47636300000000E+01,7.53139400000000E+01,7.49386850000000E+01,7.58430550000000E+01,7.54218950000000E+01,7.46193250000000E+01,7.41187700000000E+01,7.57024150000000E+01,7.48936600000000E+01,7.48936600000000E+01,7.45177200000000E+01,,,
Euro area,EMU,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87984900000000E+01,7.78241900000000E+01,7.44003800000000E+01,7.74267800000000E+01,7.56775800000000E+01,7.69794400000000E+01,7.52448400000000E+01,7.64142000000000E+01,7.47135800000000E+01,7.53885150000000E+01,7.51590650000000E+01,7.72837200000000E+01,7.61581100000000E+01,7.60398400000000E+01,7.56091500000000E+01,,,
Euro area,EMU,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46287000000000E+01,6.39822650000000E+01,5.83333300000000E+01,5.81990450000000E+01,5.99318550000000E+01,6.27327600000000E+01,6.25000000000000E+01,6.14814650000000E+01,6.18539500000000E+01,6.09973400000000E+01,6.08669700000000E+01,6.21163200000000E+01,6.28602200000000E+01,6.20143700000000E+01,6.11773750000000E+01,,,
Euro area,EMU,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42997050000000E+01,7.31531900000000E+01,7.15770700000000E+01,7.04519800000000E+01,7.08503200000000E+01,7.29420500000000E+01,7.16610800000000E+01,7.25498250000000E+01,7.23346900000000E+01,7.18770600000000E+01,7.15804600000000E+01,7.15695900000000E+01,7.15629100000000E+01,7.08932500000000E+01,6.91511150000000E+01,,,
Europe & Central Asia,ECS,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25478450000000E+01,,7.31227900000000E+01,7.22180350000000E+01,7.26143700000000E+01,7.31744700000000E+01,7.35330900000000E+01,7.35374000000000E+01,,,,
Europe & Central Asia,ECS,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33214600000000E+01,7.34328100000000E+01,7.30595800000000E+01,,7.34076100000000E+01,7.32904700000000E+01,7.31978100000000E+01,7.12208500000000E+01,7.34128650000000E+01,,,,
Europe & Central Asia,ECS,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.80506800000000E+01,5.89834200000000E+01,6.11111100000000E+01,6.04496600000000E+01,6.02724600000000E+01,6.04879900000000E+01,5.95805100000000E+01,6.04654200000000E+01,6.07782600000000E+01,6.26265300000000E+01,6.19738000000000E+01,6.17439600000000E+01,,,
Europe & Central Asia,ECS,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91977050000000E+01,6.90106700000000E+01,6.98786200000000E+01,6.81362250000000E+01,6.93945400000000E+01,6.83299400000000E+01,6.78616400000000E+01,6.76992400000000E+01,6.86889500000000E+01,6.85075050000000E+01,6.96616200000000E+01,6.84521550000000E+01,,,
Europe & Central Asia (excluding high income),ECA,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26584100000000E+01,,,
Europe & Central Asia (excluding high income),ECA,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52289700000000E+01,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54194500000000E+01,,,,
European Union,EUU,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30747950000000E+01,7.28293900000000E+01,7.25268900000000E+01,7.44000000000000E+01,7.26661150000000E+01,7.19420700000000E+01,7.37248350000000E+01,7.31637200000000E+01,7.31227900000000E+01,7.22180350000000E+01,7.32199300000000E+01,7.31744700000000E+01,7.32996000000000E+01,7.35374000000000E+01,7.23373800000000E+01,,,
European Union,EUU,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52165700000000E+01,7.39376300000000E+01,7.39876850000000E+01,7.40341250000000E+01,7.27443400000000E+01,7.40350150000000E+01,7.39991500000000E+01,7.36208200000000E+01,7.33819100000000E+01,7.34076100000000E+01,7.39837900000000E+01,7.31978100000000E+01,7.12208500000000E+01,7.20087000000000E+01,7.12465600000000E+01,,,
European Union,EUU,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06633850000000E+01,6.39822650000000E+01,5.82268850000000E+01,5.81272500000000E+01,5.95217400000000E+01,6.15454600000000E+01,6.23794250000000E+01,6.11871800000000E+01,6.06891200000000E+01,6.03918100000000E+01,6.04654200000000E+01,6.06440300000000E+01,6.13311300000000E+01,6.19738000000000E+01,6.11773750000000E+01,,,
European Union,EUU,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93504700000000E+01,7.12270400000000E+01,7.11281300000000E+01,6.86801900000000E+01,6.92307400000000E+01,7.03663100000000E+01,7.03206700000000E+01,7.17689450000000E+01,7.04413350000000E+01,6.98351650000000E+01,7.04161800000000E+01,6.97279400000000E+01,7.00902700000000E+01,7.02921600000000E+01,6.84521550000000E+01,,,
Fragile and conflict affected situations,FCS,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96481400000000E+01,,,7.66260850000000E+01,,
Heavily indebted poor countries (HIPC),HPC,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24147600000000E+01,,,,,
Heavily indebted poor countries (HIPC),HPC,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28227200000000E+01,,,7.10064000000000E+01,7.08175750000000E+01,7.21171200000000E+01,7.40889700000000E+01,7.41563200000000E+01,7.40307850000000E+01,7.32199300000000E+01,7.31634900000000E+01,7.36161700000000E+01,7.48727400000000E+01,7.41951300000000E+01,,,
High income,HIC,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36884100000000E+01,,7.45263400000000E+01,7.14055850000000E+01,7.20509300000000E+01,7.33989200000000E+01,7.46249000000000E+01,7.46716650000000E+01,7.47736800000000E+01,7.43152000000000E+01,7.48818100000000E+01,7.32015800000000E+01,7.48789000000000E+01,,,,
High income,HIC,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35831400000000E+01,5.80771050000000E+01,5.80506800000000E+01,5.89834200000000E+01,6.03976500000000E+01,6.02417200000000E+01,5.95863100000000E+01,6.03716800000000E+01,5.99846300000000E+01,5.90766900000000E+01,6.07474700000000E+01,6.12534100000000E+01,6.09705950000000E+01,,,,
High income,HIC,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02171850000000E+01,6.99307050000000E+01,6.97152200000000E+01,6.87906000000000E+01,6.92000350000000E+01,6.94158800000000E+01,7.16424100000000E+01,6.96951600000000E+01,7.03131000000000E+01,7.01108400000000E+01,7.04730800000000E+01,7.00902700000000E+01,6.98982000000000E+01,,,,
IBRD only,IBD,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61200200000000E+01,,,,
IDA blend,IDB,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83287900000000E+01,,,,
IDA blend,IDB,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49202400000000E+01,,,,
Late-demographic dividend,LTE,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51903300000000E+01,,,,
Late-demographic dividend,LTE,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26285500000000E+01,8.80052300000000E+01,,8.00655700000000E+01,7.25962600000000E+01,7.85250450000000E+01,7.80573950000000E+01,7.92040850000000E+01,,,,
Latin America & Caribbean,LCN,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02419900000000E+01,7.55137600000000E+01,8.39257250000000E+01,,8.20830700000000E+01,,,,
Latin America & Caribbean,LCN,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31193300000000E+01,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56403300000000E+01,8.83737700000000E+01,,7.88545900000000E+01,7.05890300000000E+01,7.44705650000000E+01,7.67478000000000E+01,7.78124200000000E+01,,,,
Latin America & Caribbean (excluding high income),LAC,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00655700000000E+01,7.52620700000000E+01,8.18863700000000E+01,8.12795250000000E+01,7.98149650000000E+01,,,,
