Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
East Asia & Pacific,EAS,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22243670222175E+01,4.06478674518197E+01,3.80550547305296E+01,3.73017487933592E+01,3.69775278938995E+01,3.54391756952655E+01,4.21018507611394E+01,3.45401929862409E+01,3.33475120519302E+01,3.23686419776663E+01,3.18358873320195E+01,3.10731966579954E+01,2.99845837616482E+01,2.94426165678462E+01,2.89600041834785E+01,2.82200122174593E+01,2.74370133927087E+01,2.68252067466274E+01,2.62094773362432E+01,2.53164536510087E+01,2.47275729646271E+01,2.36046783859412E+01,2.33990340208485E+01,
Euro area,EMU,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92699024615003E+01,3.85588653775580E+01,3.61376936086399E+01,3.56197842201684E+01,3.53812580775399E+01,3.36914061241552E+01,3.84933683815952E+01,3.22690475453139E+01,3.09434702471339E+01,2.98843770261971E+01,2.91760214054290E+01,2.84757934405990E+01,2.71631910463484E+01,2.67121439452944E+01,2.62376594347262E+01,2.55128271336229E+01,2.45935575481571E+01,2.40133901965499E+01,2.34289655349878E+01,2.25990318060232E+01,2.20446745484631E+01,2.09635279593040E+01,2.07568688284925E+01,
Euro area,EMU,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41014304382432E+01,4.21973952999949E+01,3.95176293606587E+01,3.86261020807653E+01,3.83572459795965E+01,3.69595312337906E+01,4.46800287108929E+01,3.62366700596949E+01,3.51928243769878E+01,3.41960981944239E+01,3.38293170296197E+01,3.31045940410031E+01,3.21361614078585E+01,3.15705497225707E+01,3.11571213933522E+01,3.03505755939768E+01,2.97644567138136E+01,2.91455679851855E+01,2.84655707111210E+01,2.76035799260302E+01,2.70238379999532E+01,2.58387526912799E+01,2.56522937436670E+01,
Euro area,EMU,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81664696544590E+01,3.95692022437868E+01,4.12045154219199E+01,4.25654501338967E+01,4.25606189387179E+01,4.30391908622893E+01,3.84086071756725E+01,4.31283135017431E+01,4.34707634960597E+01,4.39378086592481E+01,4.45282267435944E+01,4.42945001251857E+01,4.43435305055846E+01,4.50970756893087E+01,4.54254770747867E+01,4.56829482638648E+01,4.56210852495985E+01,4.54425227322640E+01,4.55483555412967E+01,4.55422762250581E+01,4.53934771121831E+01,4.56643900700126E+01,4.58411651318467E+01,
Euro area,EMU,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15628311861753E+01,4.14260734584730E+01,4.27312231338550E+01,4.38278275766599E+01,4.37908566836627E+01,4.40765902828676E+01,3.94130051784779E+01,4.46444100330437E+01,4.50556726364791E+01,4.54857649532887E+01,4.58328913690842E+01,4.55814163176193E+01,4.56991119803397E+01,4.61987493499569E+01,4.63077273904228E+01,4.63973279398149E+01,4.63133793926534E+01,4.59524039531480E+01,4.59504509900405E+01,4.57899652126214E+01,4.54564536208047E+01,4.55512378687980E+01,4.58923058596851E+01,
Euro area,EMU,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59668429771404E+01,3.81071254119775E+01,3.99568225657217E+01,4.14372631909117E+01,4.13107710235747E+01,4.19388208519828E+01,3.77003148495734E+01,4.19903990543182E+01,4.23309500318693E+01,4.28105020372995E+01,4.35751408474345E+01,4.33181064310074E+01,4.32826273174946E+01,4.42494459211983E+01,4.47293600694083E+01,4.51174503497120E+01,4.50983530872984E+01,4.50542436713160E+01,4.52126622995324E+01,4.53547414729556E+01,4.53263732218432E+01,4.57437380514782E+01,4.57864699463466E+01,
Euro area,EMU,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59958492141094E+01,1.71244035918372E+01,1.77475374077298E+01,1.89498873825045E+01,1.92164261651888E+01,2.04561130685200E+01,1.91828920688112E+01,2.10351153139628E+01,2.15775896585282E+01,2.18304590802157E+01,2.20450521686127E+01,2.28177620510829E+01,2.38954245034742E+01,2.46853966335691E+01,2.48837770120579E+01,2.53786354260249E+01,2.61504571902779E+01,2.69828953477103E+01,2.75370488778299E+01,2.83646557020594E+01,2.91915723861823E+01,2.99561618869053E+01,3.05597953633929E+01,
Euro area,EMU,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53063133157685E+01,1.72202638316106E+01,1.80432876840950E+01,1.93389170955047E+01,1.95540585924754E+01,2.11615548501725E+01,2.18562898609341E+01,2.17912403921197E+01,2.25299547621954E+01,2.27609833749344E+01,2.33887973954758E+01,2.41385887305053E+01,2.53492900970047E+01,2.63643534707279E+01,2.67731066648750E+01,2.73716969759148E+01,2.83671104806293E+01,2.93166521868060E+01,2.99191616172718E+01,3.08598216523251E+01,3.18392472296779E+01,3.27134076178893E+01,3.32157043621110E+01,
Euro area,EMU,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64524238685038E+01,1.71153990813702E+01,1.75808894078970E+01,1.87410953133174E+01,1.90332608127101E+01,2.00688067160566E+01,1.72685117184848E+01,2.04650980835965E+01,2.08967951347500E+01,2.11468215010378E+01,2.10503706503381E+01,2.17864874846466E+01,2.27531513625436E+01,2.33772388373200E+01,2.33981998985740E+01,2.37864006430707E+01,2.43436034331766E+01,2.50009113017923E+01,2.55368185720452E+01,2.62759778672879E+01,2.69189270211959E+01,2.75775505567697E+01,2.83225456996019E+01,
Europe & Central Asia,ECS,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06650457732953E+01,2.99957664492532E+01,2.97905248651412E+01,,,,,,2.46341873147547E+01,2.36221972500223E+01,2.24791409832661E+01,2.24898363016873E+01,2.20229145284164E+01,2.10944586077401E+01,2.05755063656710E+01,2.06349223851544E+01,2.01984681107946E+01,1.95741483440834E+01,1.89623721350989E+01,1.84628065091623E+01,2.23612155234580E+01,
Europe & Central Asia,ECS,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06325166551940E+01,2.84106511950379E+01,,,,,,2.15907838221608E+01,2.05957042996431E+01,1.93243508724785E+01,1.92306597895594E+01,1.87563928463443E+01,1.78444110802094E+01,1.72766391985335E+01,1.74745455376699E+01,1.71185445809731E+01,1.66199910638228E+01,1.61255118365508E+01,1.54788995636179E+01,1.93310706694446E+01,
Europe & Central Asia,ECS,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99327133374132E+01,3.10173660709872E+01,,,,,,2.67632860178346E+01,2.60206185455014E+01,2.49776379451352E+01,2.50731531944988E+01,2.46283188762197E+01,2.36555287550667E+01,2.32223513999734E+01,2.31910806875449E+01,2.27407838043792E+01,2.20562220201260E+01,2.14646840000861E+01,2.09425675440480E+01,2.48058342846444E+01,
Europe & Central Asia,ECS,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01074254226962E+01,5.04611835398284E+01,4.27971761063916E+01,,,,,,5.15481367174581E+01,5.14863618904092E+01,4.68467187653803E+01,4.72488522732914E+01,4.72476000423652E+01,4.75606005726575E+01,4.73051138061179E+01,4.68229369035255E+01,4.63435344447704E+01,4.63825349658550E+01,4.62132470249840E+01,4.56786595576212E+01,4.20157714153842E+01,
Europe & Central Asia,ECS,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98917081903787E+01,4.13545705038739E+01,,,,,,5.23722654878794E+01,5.22937145831397E+01,4.57637366995932E+01,4.60162289575987E+01,4.59060102121198E+01,4.61784276460465E+01,4.56238951163001E+01,4.49536612870439E+01,4.42697410581342E+01,4.42582076745838E+01,4.38539226961783E+01,4.34370161544139E+01,4.11377105012986E+01,
Europe & Central Asia,ECS,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00316551773226E+01,4.34769982123257E+01,,,,,,5.10393511467762E+01,5.08452295630577E+01,4.77085839538131E+01,4.82198292764854E+01,4.83276692930555E+01,4.86969400525839E+01,4.85081733801925E+01,4.81714172619858E+01,4.78231382376477E+01,4.79236204949803E+01,4.79286397121289E+01,4.75292098770494E+01,4.27121143542206E+01,
Europe & Central Asia,ECS,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77163079419106E+01,1.88322890801696E+01,2.66659703749560E+01,,,,,,2.20437450839163E+01,2.26230687972158E+01,2.91171109749567E+01,2.89991969048033E+01,2.95008639787935E+01,3.02841002162479E+01,3.10209587354838E+01,3.14476804194340E+01,3.23286511530538E+01,3.28377405491590E+01,3.36987504025652E+01,3.46945066391845E+01,3.14065980562042E+01,
