Country,Year,Incomegroup,Source,Gini
Czech Republic,1995,High income: OECD,Transmonee 2004,21.6
Czech Republic,1995,High income: OECD,Transmonee 2004,28.2
Czech Republic,1995,High income: OECD,Transmonee 2011,21.6
Czech Republic,1996,High income: OECD,Transmonee 2011,25.4
Czech Republic,1996,High income: OECD,Luxembourg Income Study,26.2
Czech Republic,1996,High income: OECD,Transmonee 2004,23
Czech Republic,1996,High income: OECD,Transmonee 2011,23
Czech Republic,1996,High income: OECD,OECD StatExtract,25.7
Czech Republic,1996,High income: OECD,Luxembourg Income Study,25.8
Czech Republic,1996,High income: OECD,Transmonee 2004,25.4
Czech Republic,1996,High income: OECD,OECD StatExtract,44.2
Czech Republic,1997,High income: OECD,Transmonee 2004,25.9
Czech Republic,1997,High income: OECD,Transmonee 2011,23.9
Czech Republic,1997,High income: OECD,Transmonee 2004,23.9
Czech Republic,1997,High income: OECD,Transmonee 2011,25.9
Czech Republic,1998,High income: OECD,Transmonee 2004,25.8
Czech Republic,1998,High income: OECD,Transmonee 2011,25.8
Czech Republic,1998,High income: OECD,Transmonee 2004,21.2
Czech Republic,1999,High income: OECD,Transmonee 2004,23.2
Czech Republic,1999,High income: OECD,Transmonee 2004,25.7
Czech Republic,2000,High income: OECD,Transmonee 2004,23.1
Czech Republic,2000,High income: OECD,Transmonee 2004,27
Czech Republic,2001,High income: OECD,Transmonee 2004,23.7
Czech Republic,2001,High income: OECD,Transmonee 2004,27.2
Czech Republic,2001,High income: OECD,Transmonee 2011,23.7
Czech Republic,2001,High income: OECD,Eurostat,25
Czech Republic,2001,High income: OECD,Transmonee 2011,27.3
Czech Republic,2002,High income: OECD,Transmonee 2011,23.4
Czech Republic,2002,High income: OECD,Transmonee 2004,27.3
Czech Republic,2002,High income: OECD,OECD StatExtract,26
Czech Republic,2002,High income: OECD,OECD StatExtract,47.2
Czech Republic,2002,High income: OECD,Transmonee 2004,23.4
Czech Republic,2002,High income: OECD,Transmonee 2011,27.3
Czech Republic,2003,High income: OECD,Transmonee 2005,24.6
Czech Republic,2003,High income: OECD,Transmonee 2008,27.3
Czech Republic,2004,High income: OECD,Transmonee 2007,23.5
Czech Republic,2004,High income: OECD,OECD StatExtract,46.8
Czech Republic,2004,High income: OECD,Transmonee 2008,26.8
Czech Republic,2004,High income: OECD,Luxembourg Income Study,26.6
Czech Republic,2004,High income: OECD,OECD StatExtract,26.7
Czech Republic,2005,High income: OECD,European Commission 2008,26
Czech Republic,2005,High income: OECD,OECD StatExtract,25.9
Czech Republic,2005,High income: OECD,Eurostat,26
Czech Republic,2005,High income: OECD,Transmonee 2007,25.8
Czech Republic,2005,High income: OECD,OECD StatExtract,46.1
Czech Republic,2005,High income: OECD,Transmonee 2008,27
Czech Republic,2006,High income: OECD,European Commission 2008,25
Czech Republic,2006,High income: OECD,,46.2
Czech Republic,2006,High income: OECD,Transmonee 2008,24.2
Czech Republic,2006,High income: OECD,Transmonee 2011,24.2
Czech Republic,2006,High income: OECD,Eurostat,25.3
Czech Republic,2006,High income: OECD,OECD StatExtract,25.9
Czech Republic,2007,High income: OECD,Transmonee 2011,22.7
Czech Republic,2007,High income: OECD,,45.2
Czech Republic,2007,High income: OECD,OECD StatExtract,25.5
Czech Republic,2007,High income: OECD,Eurostat,25.3
Czech Republic,2008,High income: OECD,,44.4
Czech Republic,2008,High income: OECD,Eurostat,24.7
Czech Republic,2008,High income: OECD,OECD StatExtract,25.6
Czech Republic,2009,High income: OECD,OECD StatExtract,25.4
Czech Republic,2009,High income: OECD,,44.5
Czech Republic,2009,High income: OECD,Eurostat,25.1
Czech Republic,2010,High income: OECD,Eurostat,24.9
Czech Republic,2010,High income: OECD,OECD StatExtract,25.6
Czech Republic,2010,High income: OECD,,44.9
Czech Republic,2011,High income: OECD,Eurostat,25.2
Czechoslovakia,1958,,Atkinson and Micklewright 1992,27.1
Czechoslovakia,1958,,Cromwell 1977,24.6
Czechoslovakia,1959,,Jain 1975,20.6
Czechoslovakia,1959,,Atkinson and Micklewright 1992,19.6
Czechoslovakia,1961,,Atkinson and Micklewright 1992,19.1
Czechoslovakia,1962,,Atkinson and Micklewright 1992,19
Czechoslovakia,1963,,Atkinson and Micklewright 1992,18.5
Czechoslovakia,1964,,Atkinson and Micklewright 1992,18.8
Czechoslovakia,1964,,Jain 1975,19.4
Czechoslovakia,1965,,Atkinson and Micklewright 1992,22.6
Czechoslovakia,1966,,Atkinson and Micklewright 1992,18.7
Czechoslovakia,1968,,Atkinson and Micklewright 1992,19.4
Czechoslovakia,1970,,Atkinson and Micklewright 1992,22.5
Czechoslovakia,1970,,Atkinson and Micklewright 1992,19.8
Czechoslovakia,1973,,Atkinson and Micklewright 1992,21
Czechoslovakia,1973,,Atkinson and Micklewright 1992,19.7
Czechoslovakia,1975,,Atkinson and Micklewright 1992,19.5
Czechoslovakia,1976,,Atkinson and Micklewright 1992,20.7
Czechoslovakia,1977,,UN 1981,19.4
Czechoslovakia,1977,,Atkinson and Micklewright 1992,19.5
Czechoslovakia,1979,,Atkinson and Micklewright 1992,19.6
Czechoslovakia,1980,,Atkinson and Micklewright 1992,20.5
Czechoslovakia,1981,,UN 1985,23.9
Czechoslovakia,1981,,Atkinson and Micklewright 1992,19.7
Czechoslovakia,1983,,Atkinson and Micklewright 1992,19.8
Czechoslovakia,1985,,Atkinson and Micklewright 1992,19.9
Czechoslovakia,1985,,Atkinson and Micklewright 1992,19.8
Czechoslovakia,1987,,Atkinson and Micklewright 1992,19.8
Czechoslovakia,1988,,Atkinson and Micklewright 1992,20.1
Czechoslovakia,1989,,Atkinson and Micklewright 1992,19.8
Czechoslovakia,1991,,Milanovic and Ying 1996,24.6
Czechoslovakia,1992,,Milanovic and Ying 1996,24.5
Dahomey,1959,,Paukert 1973,42
Dahomey,1959,,Lecaillon et al. 1984,41.4
Dahomey,1959,,Cromwell 1977,37.6
Denmark,1939,High income: OECD,UN 1957,47
Denmark,1939,High income: OECD,Brandolini 1998,45
Denmark,1939,High income: OECD,UN 1957,50
Denmark,1944,High income: OECD,Brandolini 1998,43
Denmark,1949,High income: OECD,Brandolini 1998,39
Denmark,1952,High income: OECD,UN 1957,40
Denmark,1952,High income: OECD,UN 1957,44
Denmark,1953,High income: OECD,UN-ECE 1967,40
Denmark,1955,High income: OECD,Jain 1975,39.3
Denmark,1955,High income: OECD,Brandolini 1998,39
Denmark,1961,High income: OECD,Brandolini 1998,38
Denmark,1963,High income: OECD,UN-ECE 1967,39
Denmark,1963,High income: OECD,Paukert 1973,37
Denmark,1963,High income: OECD,Cromwell 1977,39
Denmark,1964,High income: OECD,Brandolini 1998,37
Denmark,1966,High income: OECD,Statistical Yearbook,24.9
Denmark,1966,High income: OECD,Jain 1975,36.7
Denmark,1966,High income: OECD,Brandolini 1998,36
Denmark,1968,High income: OECD,Jain 1975,43.9
Denmark,1971,High income: OECD,Statistical Yearbook,22.5
Denmark,1976,High income: OECD,van Ginneken and Park 1984,31
Denmark,1976,High income: OECD,van Ginneken and Park 1984,27
Denmark,1978,High income: OECD,Statistical Yearbook,40.1
Denmark,1979,High income: OECD,Statistical Yearbook,40.6
Denmark,1980,High income: OECD,Statistical Yearbook,41.3
Denmark,1981,High income: OECD,Brandolini 1998,36.9
Denmark,1981,High income: OECD,"Atkinson,22.7
Denmark,1981,High income: OECD,Statistical Yearbook,31
Denmark,1982,High income: OECD,"Atkinson,22
Denmark,1982,High income: OECD,Brandolini 1998,35.8
Denmark,1983,High income: OECD,"Atkinson,21.6
Denmark,1983,High income: OECD,Brandolini 1998,33.9
Denmark,1984,High income: OECD,Brandolini 1998,33.1
Denmark,1984,High income: OECD,Danmarks Statistik Ten-Year Review 1998,41
Denmark,1984,High income: OECD,"Atkinson,20.5
Denmark,1985,High income: OECD,"Atkinson,20.1
Denmark,1985,High income: OECD,Brandolini 1998,32.5
Denmark,1985,High income: OECD,OECD StatExtract,37.3
Denmark,1985,High income: OECD,OECD StatExtract,22.1
Denmark,1986,High income: OECD,Brandolini 1998,32.1
Denmark,1986,High income: OECD,OECD StatExtract,22.4
Denmark,1986,High income: OECD,Danmarks Statistik Ten-Year Review 1998,40
Denmark,1986,High income: OECD,"Atkinson,20
Denmark,1987,High income: OECD,Luxembourg Income Study,26.5
Denmark,1987,High income: OECD,Statistical Yearbook,32.6
Denmark,1987,High income: OECD,Luxembourg Income Study,26.5
Denmark,1987,High income: OECD,OECD StatExtract,22.5
Denmark,1987,High income: OECD,"Atkinson,20.9
Denmark,1987,High income: OECD,Brandolini 1998,31.7
Denmark,1988,High income: OECD,OECD StatExtract,22.4
Denmark,1988,High income: OECD,Danmarks Statistik Ten-Year Review 1998,40
Denmark,1988,High income: OECD,Brandolini 1998,31.2
Denmark,1989,High income: OECD,Brandolini 1998,30.7
Denmark,1989,High income: OECD,OECD StatExtract,22
Denmark,1990,High income: OECD,OECD StatExtract,22.6
Denmark,1990,High income: OECD,Brandolini 1998,30.7
Denmark,1990,High income: OECD,Danmarks Statistik Ten-Year Review 1998,32.8
Denmark,1990,High income: OECD,OECD StatExtract,39.6
Denmark,1990,High income: OECD,Danmarks Statistik Ten-Year Review 1998,39
Denmark,1991,High income: OECD,Danmarks Statistik Ten-Year Review 1998,39
Denmark,1991,High income: OECD,OECD StatExtract,22.2
Denmark,1992,High income: OECD,Danmarks Statistik Ten-Year Review 1998,33.3
Denmark,1992,High income: OECD,Smeeding and Gottschalk 1995,24
Denmark,1992,High income: OECD,OECD StatExtract,22.2
Denmark,1992,High income: OECD,Luxembourg Income Study,24.8
Denmark,1992,High income: OECD,Smeeding and Gottschalk 1995,43
Denmark,1992,High income: OECD,Danmarks Statistik Ten-Year Review 1998,39
Denmark,1992,High income: OECD,Luxembourg Income Study,25.1
Denmark,1993,High income: OECD,OECD StatExtract,22.3
Denmark,1993,High income: OECD,Danmarks Statistik Ten-Year Review 1998,38
Denmark,1994,High income: OECD,Danmarks Statistik Ten-Year Review 1998,36
Denmark,1994,High income: OECD,Danmarks Statistik Ten-Year Review 1998,38.1
Denmark,1994,High income: OECD,OECD StatExtract,21.6
Denmark,1994,High income: OECD,Danmarks Statistik Ten-Year Review 1998,34
Denmark,1995,High income: OECD,European Commission 2005,20
Denmark,1995,High income: OECD,Danmarks Statistik Ten-Year Review 1998,33.7
Denmark,1995,High income: OECD,OECD StatExtract,41.7
Denmark,1995,High income: OECD,Danmarks Statistik Ten-Year Review 1998,36
Denmark,1995,High income: OECD,Danmarks Statistik Ten-Year Review 1998,37.3
Denmark,1995,High income: OECD,OECD StatExtract,21.5
Denmark,1996,High income: OECD,OECD StatExtract,21.6
Denmark,1997,High income: OECD,Danmarks Statistik 1999,34
Denmark,1997,High income: OECD,Danmarks Statistik 1999,38
Denmark,1997,High income: OECD,OECD StatExtract,22.4
Denmark,1997,High income: OECD,European Commission 2005,20
Denmark,1998,High income: OECD,Danmarks Statistik 2000,38
Denmark,1998,High income: OECD,Danmarks Statistik 2000,34
Denmark,1998,High income: OECD,OECD StatExtract,22.4
Denmark,1999,High income: OECD,Danmarks Statistik 2001,39
Denmark,1999,High income: OECD,Danmarks Statistik 2001,35
Denmark,1999,High income: OECD,OECD StatExtract,22.8
Denmark,1999,High income: OECD,European Commission 2005,21
Denmark,2000,High income: OECD,OECD StatExtract,41.6
Denmark,2000,High income: OECD,OECD StatExtract,22.7
Denmark,2000,High income: OECD,Danmarks Statistik 2002,35
Denmark,2000,High income: OECD,Danmarks Statistik 2002,39
Denmark,2001,High income: OECD,Danmarks Statistik 2003,39
Denmark,2001,High income: OECD,European Commission 2005,22
Denmark,2001,High income: OECD,Eurostat,22
Denmark,2002,High income: OECD,Danmarks Statistik 2004,35
Denmark,2002,High income: OECD,Danmarks Statistik 2004,39
Denmark,2003,High income: OECD,European Commission 2008,25
Denmark,2003,High income: OECD,Eurostat,24.8
Denmark,2004,High income: OECD,European Commission 2008,24
Denmark,2004,High income: OECD,Luxembourg Income Study,22.8
Denmark,2004,High income: OECD,Eurostat,23.9
Denmark,2005,High income: OECD,OECD StatExtract,23.2
Denmark,2005,High income: OECD,OECD StatExtract,41.6
Denmark,2005,High income: OECD,Eurostat,23.9
Denmark,2005,High income: OECD,European Commission 2008,24
Denmark,2006,High income: OECD,Eurostat,23.7
Denmark,2006,High income: OECD,OECD StatExtract,41.5
Denmark,2006,High income: OECD,OECD StatExtract,23.9
Denmark,2006,High income: OECD,European Commission 2008,24
Denmark,2007,High income: OECD,Eurostat,25.2
Denmark,2007,High income: OECD,OECD StatExtract,24.6
Denmark,2007,High income: OECD,OECD StatExtract,41.4
Denmark,2008,High income: OECD,OECD StatExtract,40.5
Denmark,2008,High income: OECD,Eurostat,25.1
Denmark,2008,High income: OECD,OECD StatExtract,24.2
Denmark,2009,High income: OECD,OECD StatExtract,40.8
Denmark,2009,High income: OECD,OECD StatExtract,23.8
Denmark,2009,High income: OECD,Eurostat,26.9
Denmark,2010,High income: OECD,Eurostat,26.9
Denmark,2010,High income: OECD,OECD StatExtract,25.2
Denmark,2010,High income: OECD,OECD StatExtract,42.9
Denmark,2011,High income: OECD,Eurostat,27.8
Djibouti,1996,Lower middle income,"Deininger & Squire,44.8
Djibouti,1996,Lower middle income,"World Bank,38.1
Djibouti,2002,Lower middle income,IMF 2004,40.9
Dominican Republic,1969,Upper middle income,Jain 1975,45.5
Dominican Republic,1969,Upper middle income,Jain 1975,49.3
Dominican Republic,1976,Upper middle income,Santana & Rathe 1993,45
Dominican Republic,1984,Upper middle income,Santana & Rathe 1993,43
Dominican Republic,1986,Upper middle income,"WB,47
Dominican Republic,1989,Upper middle income,Psacharopoulos et al. 1997,50.3
Dominican Republic,1989,Upper middle income,"Deininger & Squire,50.5
Dominican Republic,1992,Upper middle income,"WB,49
Dominican Republic,1995,Upper middle income,"Deininger & Squire,50.4
Dominican Republic,1996,Upper middle income,Szekely 2003,48.1
Dominican Republic,1996,Upper middle income,"SEDLAC,46
Dominican Republic,1996,Upper middle income,"Deininger & Squire,47.6
Dominican Republic,1997,Upper middle income,"Deininger & Squire,49.2
Dominican Republic,1997,Upper middle income,"SEDLAC,47
Dominican Republic,1998,Upper middle income,Szekely 2003,47.8
Dominican Republic,1998,Upper middle income,"Deininger & Squire,47.3
Dominican Republic,2000,Upper middle income,"SEDLAC,50
Dominican Republic,2001,Upper middle income,"SEDLAC,49
Dominican Republic,2002,Upper middle income,"SEDLAC,48
Dominican Republic,2003,Upper middle income,"SEDLAC,50
Dominican Republic,2004,Upper middle income,"SEDLAC,50
Dominican Republic,2005,Upper middle income,"SEDLAC,48
Dominican Republic,2005,Upper middle income,"SEDLAC,49
Dominican Republic,2006,Upper middle income,"SEDLAC,50
Dominican Republic,2007,Upper middle income,"SEDLAC,47
Dominican Republic,2008,Upper middle income,"SEDLAC,47
Dominican Republic,2009,Upper middle income,"SEDLAC,47
Dominican Republic,2010,Upper middle income,"SEDLAC,45
East Timor,2001,Lower middle income,WDI,39.5
East Timor,2007,Lower middle income,WDI,31.9
Ecuador,1965,Upper middle income,Jain 1975,67.8
Ecuador,1968,Upper middle income,Jain 1975,52.6
Ecuador,1968,Upper middle income,Jain 1975,52.7
Ecuador,1968,Upper middle income,Paukert 1973,38
Ecuador,1968,Upper middle income,Cromwell 1977,32
Ecuador,1970,Upper middle income,Jain 1975,68.3
Ecuador,1970,Upper middle income,Lecaillon et al. 1984,62.5
Ecuador,1987,Upper middle income,Psacharopoulos et al. 1997,44.5
Ecuador,1988,Upper middle income,World Bank Poverty Monitoring Database 2002,43.9
Ecuador,1994,Upper middle income,Gasparini 2003,51.5
Ecuador,1994,Upper middle income,"Deininger & Squire,62.5
Ecuador,1994,Upper middle income,World Bank Poverty Monitoring Database 2002,46.5
Ecuador,1994,Upper middle income,Gasparini 2003,54.8
Ecuador,1994,Upper middle income,Gasparini 2003,51.8
Ecuador,1995,Upper middle income,"Deininger & Squire,54.7
Ecuador,1995,Upper middle income,Szekely 2003,56
Ecuador,1995,Upper middle income,"SEDLAC,55
Ecuador,1995,Upper middle income,"SEDLAC,48
Ecuador,1995,Upper middle income,World Bank Poverty Monitoring Database 2002,43.7
Ecuador,1998,Upper middle income,Gasparini 2003,54.1
Ecuador,1998,Upper middle income,Szekely 2003,56.2
Ecuador,1998,Upper middle income,"SEDLAC,56
Ecuador,1998,Upper middle income,Gasparini 2003,56.2
Ecuador,1998,Upper middle income,Gasparini 2003,52.2
Ecuador,1998,Upper middle income,"SEDLAC,47
Ecuador,1999,Upper middle income,"Deininger & Squire,54.5
Ecuador,1999,Upper middle income,"SEDLAC,57
Ecuador,2000,Upper middle income,"Deininger & Squire,56.7
Ecuador,2000,Upper middle income,"SEDLAC,
Ecuador,2000,Upper middle income,"SEDLAC,54
Ecuador,2003,Upper middle income,"SEDLAC,
Ecuador,2003,Upper middle income,"SEDLAC,53
Ecuador,2004,Upper middle income,"SEDLAC,52
Ecuador,2004,Upper middle income,"SEDLAC,
Ecuador,2005,Upper middle income,"SEDLAC,52
Ecuador,2005,Upper middle income,"SEDLAC,
Ecuador,2006,Upper middle income,"SEDLAC,
Ecuador,2006,Upper middle income,"SEDLAC,
Ecuador,2006,Upper middle income,"SEDLAC,52
Ecuador,2006,Upper middle income,"SEDLAC,51
Ecuador,2007,Upper middle income,"SEDLAC,
Ecuador,2007,Upper middle income,"SEDLAC,52
Ecuador,2008,Upper middle income,"SEDLAC,48
Ecuador,2008,Upper middle income,"SEDLAC,
Ecuador,2009,Upper middle income,"SEDLAC,47
Ecuador,2009,Upper middle income,"SEDLAC,
Ecuador,2010,Upper middle income,"SEDLAC,
Ecuador,2010,Upper middle income,"SEDLAC,47
Ecuador,2011,Upper middle income,CEQ project,45.9
Ecuador,2011,Upper middle income,CEQ project,47.9
Ecuador,2011,Upper middle income,"SEDLAC,
Ecuador,2012,Upper middle income,"SEDLAC,
Egypt,1958,Lower middle income,Cromwell 1977,42.9
Egypt,1959,Lower middle income,Hansen 1991,40
Egypt,1959,Lower middle income,Fields 1989,42
Egypt,1959,Lower middle income,Levy 1986,33
Egypt,1959,Lower middle income,Levy 1986,29
Egypt,1959,Lower middle income,Hansen 1991,42
Egypt,1959,Lower middle income,Hansen 1991,37
Egypt,1965,Lower middle income,Hansen 1991,40
Egypt,1965,Lower middle income,Fields 1989,40
Egypt,1965,Lower middle income,Hansen 1991,35
Egypt,1965,Lower middle income,Levy 1986,25
Egypt,1965,Lower middle income,Hansen 1991,40
Egypt,1965,Lower middle income,Jain 1975,43.4
Egypt,1965,Lower middle income,Levy 1986,35
Egypt,1975,Lower middle income,Levy 1986,28
Egypt,1975,Lower middle income,van Ginneken and Park 1984,37
Egypt,1975,Lower middle income,Hansen 1991,37
Egypt,1975,Lower middle income,Fields 1989,38
Egypt,1975,Lower middle income,Levy 1986,33
Egypt,1975,Lower middle income,van Ginneken and Park 1984,35
Egypt,1975,Lower middle income,van Ginneken and Park 1984,36
Egypt,1975,Lower middle income,Hansen 1991,39
Egypt,1975,Lower middle income,Hansen 1991,38
Egypt,1981,Lower middle income,Hansen 1991,37
Egypt,1981,Lower middle income,Hansen 1991,34
Egypt,1991,Lower middle income,WDI,32
Egypt,1991,Lower middle income,World Bank Poverty Monitoring Database 2002,32
Egypt,1995,Lower middle income,"World Bank,28.9
Egypt,1996,Lower middle income,"El-Laithy,34.5
Egypt,1997,Lower middle income,"Deininger & Squire,37.4
Egypt,1997,Lower middle income,"Deininger & Squire,53.8
Egypt,2000,Lower middle income,"El-Laithy,37.8
Egypt,2004,Lower middle income,"World Bank,34.4
Egypt,2005,Lower middle income,WDI,32.1
Egypt,2008,Lower middle income,Egypt Income and Expenditure Survey,22.4
Egypt,2008,Lower middle income,Egypt Income and Expenditure Survey,33.7
Egypt,2008,Lower middle income,Egypt Income and Expenditure Survey,31.1
Egypt,2010,Lower middle income,Egypt Income and Expenditure Survey,24
Egypt,2010,Lower middle income,Egypt Income and Expenditure Survey,31
Egypt,2010,Lower middle income,Egypt Income and Expenditure Survey,34
El Salvador,1961,Lower middle income,Lecaillon et al. 1984,53.2
El Salvador,1961,Lower middle income,Jain 1975,52.4
El Salvador,1961,Lower middle income,Jain 1975,46.3
El Salvador,1961,Lower middle income,Jain 1975,54.6
El Salvador,1965,Lower middle income,Paukert 1973,53
El Salvador,1965,Lower middle income,Cromwell 1977,42.4
El Salvador,1966,Lower middle income,Jain 1975,53.9
El Salvador,1969,Lower middle income,Jain 1975,46.5
El Salvador,1977,Lower middle income,Park 1980,48.4
El Salvador,1977,Lower middle income,Fields 1989,40
El Salvador,1990,Lower middle income,Psacharopoulos et al. 1997,44.8
El Salvador,1991,Lower middle income,Gasparini 2003,47.8
El Salvador,1991,Lower middle income,Gasparini 2003,49.5
El Salvador,1991,Lower middle income,"SEDLAC,51
El Salvador,1991,Lower middle income,Gasparini 2003,52.7
El Salvador,1994,Lower middle income,IADB Integration and Regional Programs Dept. web 1999,53
El Salvador,1994,Lower middle income,IADB Integration and Regional Programs Dept. web 1999,48
El Salvador,1994,Lower middle income,IADB Integration and Regional Programs Dept. web 1999,50
El Salvador,1995,Lower middle income,"Deininger & Squire,51.3
El Salvador,1995,Lower middle income,Gasparini 2003,44.1
El Salvador,1995,Lower middle income,"SEDLAC,47
El Salvador,1995,Lower middle income,Gasparini 2003,51.3
El Salvador,1995,Lower middle income,Gasparini 2003,47.4
El Salvador,1995,Lower middle income,Szekely 2003,50.5
El Salvador,1996,Lower middle income,"Deininger & Squire,53.3
El Salvador,1996,Lower middle income,"SEDLAC,49
El Salvador,1997,Lower middle income,Szekely 2003,52
El Salvador,1997,Lower middle income,"Deininger & Squire,52.9
El Salvador,1998,Lower middle income,Szekely 2003,55.9
El Salvador,1998,Lower middle income,"Deininger & Squire,55.1
El Salvador,1998,Lower middle income,"SEDLAC,52
El Salvador,1999,Lower middle income,"Deininger & Squire,53.3
El Salvador,1999,Lower middle income,Szekely 2003,54.5
El Salvador,1999,Lower middle income,"SEDLAC,49
El Salvador,2000,Lower middle income,"SEDLAC,50
El Salvador,2000,Lower middle income,"Deininger & Squire,54.8
El Salvador,2000,Lower middle income,Gasparini 2003,50.3
El Salvador,2000,Lower middle income,Gasparini 2003,46.8
El Salvador,2000,Lower middle income,Gasparini 2003,53.2
El Salvador,2001,Lower middle income,"SEDLAC,51
El Salvador,2002,Lower middle income,"SEDLAC,50
El Salvador,2003,Lower middle income,"SEDLAC,48
El Salvador,2004,Lower middle income,"SEDLAC,46
El Salvador,2004,Lower middle income,"SEDLAC,
El Salvador,2005,Lower middle income,"SEDLAC,48
El Salvador,2005,Lower middle income,"SEDLAC,
El Salvador,2006,Lower middle income,"SEDLAC,44
El Salvador,2006,Lower middle income,"SEDLAC,
El Salvador,2007,Lower middle income,"SEDLAC,45
El Salvador,2007,Lower middle income,"SEDLAC,
El Salvador,2008,Lower middle income,"SEDLAC,
El Salvador,2008,Lower middle income,"SEDLAC,45
El Salvador,2009,Lower middle income,"SEDLAC,
El Salvador,2009,Lower middle income,"SEDLAC,46
El Salvador,2010,Lower middle income,"SEDLAC,
El Salvador,2010,Lower middle income,"SEDLAC,43
El Salvador,2011,Lower middle income,CEQ project,43
El Salvador,2011,Lower middle income,"SEDLAC,
El Salvador,2011,Lower middle income,CEQ project,44
El Salvador,2012,Lower middle income,"SEDLAC,
Estonia,1981,High income: OECD,Atkinson and Micklewright 1992,25.1
Estonia,1986,High income: OECD,Atkinson and Micklewright 1992,26.7
Estonia,1988,High income: OECD,Alexeev and Gaddy 1993,27.8
Estonia,1988,High income: OECD,Milanovic 1998,23
Estonia,1989,High income: OECD,Atkinson and Micklewright 1992,29.9
Estonia,1989,High income: OECD,Transmonee 2004,28
Estonia,1989,High income: OECD,Atkinson and Micklewright 1992,25.3
Estonia,1990,High income: OECD,Alexeev and Gaddy 1993,24
Estonia,1992,High income: OECD,Milanovic and Ying 1996,35.8
Estonia,1993,High income: OECD,"Social Trends,34
Estonia,1993,High income: OECD,Milanovic and Ying 1996,31.5
Estonia,1993,High income: OECD,Milanovic and Ying 1996,39.5
Estonia,1994,High income: OECD,"Social Trends,39
Estonia,1995,High income: OECD,Transmonee 2004,39.8
Estonia,1995,High income: OECD,Transmonee 2011,39.8
Estonia,1995,High income: OECD,"Social Trends,36
Estonia,1995,High income: OECD,"Social Trends,38
Estonia,1995,High income: OECD,"Social Trends,36
Estonia,1995,High income: OECD,"Social Trends,39
Estonia,1995,High income: OECD,Milanovic 1998,35.4
Estonia,1995,High income: OECD,Milanovic 1998,31
Estonia,1996,High income: OECD,"Social Trends,34
Estonia,1996,High income: OECD,"Social Trends,33
Estonia,1996,High income: OECD,Transmonee 2011,37
Estonia,1996,High income: OECD,"Social Trends,36
Estonia,1996,High income: OECD,"Social Trends,34
Estonia,1996,High income: OECD,Transmonee 2004,37
Estonia,1997,High income: OECD,Transmonee 2011,36.1
Estonia,1997,High income: OECD,Estonia CSO 1998,37
Estonia,1997,High income: OECD,Transmonee 2011,33.6
Estonia,1997,High income: OECD,Transmonee 2004,36.1
Estonia,1997,High income: OECD,Transmonee 2004,33.6
Estonia,1997,High income: OECD,Estonia CSO 1998,34
Estonia,1998,High income: OECD,Estonia CSO ,36
Estonia,1998,High income: OECD,Transmonee 2004,35.4
Estonia,1998,High income: OECD,Transmonee 2004,38.4
Estonia,1998,High income: OECD,Estonian Statistics Monthly 1/99,37
Estonia,1999,High income: OECD,Transmonee 2004,36.1
Estonia,1999,High income: OECD,Estonia CSO ,36.2
Estonia,1999,High income: OECD,Transmonee 2004,40.1
Estonia,2000,High income: OECD,Eurostat,36
Estonia,2000,High income: OECD,Estonia CSO ,36.7
Estonia,2000,High income: OECD,Luxembourg Income Study,36.4
Estonia,2000,High income: OECD,Transmonee 2004,37.6
Estonia,2000,High income: OECD,Transmonee 2004,38.9
Estonia,2000,High income: OECD,Luxembourg Income Study,36.7
Estonia,2000,High income: OECD,Transmonee 2011,37.6
Estonia,2001,High income: OECD,Transmonee 2004,38.8
Estonia,2001,High income: OECD,Eurostat,35
Estonia,2001,High income: OECD,Transmonee 2011,38.8
Estonia,2001,High income: OECD,Transmonee 2011,38.5
Estonia,2001,High income: OECD,Transmonee 2004,38.5
Estonia,2002,High income: OECD,Transmonee 2004,39.3
Estonia,2002,High income: OECD,Eurostat,35
Estonia,2002,High income: OECD,Estonia CSO 2003,36.6
Estonia,2003,High income: OECD,Estonia CSO 2004,35.5
Estonia,2003,High income: OECD,Eurostat,34
Estonia,2003,High income: OECD,Transmonee 2005,40.2
Estonia,2004,High income: OECD,European Commission 2008,37
Estonia,2004,High income: OECD,OECD StatExtract,50.4
Estonia,2004,High income: OECD,OECD StatExtract,34.9
Estonia,2004,High income: OECD,Transmonee 2007,38.3
Estonia,2004,High income: OECD,Luxembourg Income Study,34.7
Estonia,2004,High income: OECD,Eurostat,37.4
Estonia,2005,High income: OECD,Transmonee 2007,36.1
Estonia,2005,High income: OECD,Eurostat,34.1
Estonia,2005,High income: OECD,OECD StatExtract,48.5
Estonia,2005,High income: OECD,OECD StatExtract,33.7
Estonia,2005,High income: OECD,European Commission 2008,34
Estonia,2006,High income: OECD,Eurostat,33.1
Estonia,2006,High income: OECD,OECD StatExtract,32.8
Estonia,2006,High income: OECD,OECD StatExtract,47.1
Estonia,2006,High income: OECD,European Commission 2008,33
Estonia,2007,High income: OECD,OECD StatExtract,31.3
Estonia,2007,High income: OECD,Eurostat,33.4
Estonia,2007,High income: OECD,Luxembourg Income Study,31.5
Estonia,2007,High income: OECD,OECD StatExtract,45
Estonia,2008,High income: OECD,OECD StatExtract,31.5
Estonia,2008,High income: OECD,OECD StatExtract,45.8
Estonia,2008,High income: OECD,Eurostat,30.9
Estonia,2009,High income: OECD,Eurostat,31.4
